record_id;facility_code;department_id;date;energy_type;scope;consumption_amount;unit;co2_emission_tons
1855;FAC-003;DPT-0012;14.02.2024;Electricity;scope 2;722.14;m3;0.3633
1856;FAC-003;DPT-0014;24.04.2024;Electricity;SCOPE 1;2396.27;LT;0.9677
1857;FAC-003;DPT-0012;6.09.2023;NATURAL GAS;Scope 1;596.72;Liter;0.4615
1858;FAC-003;;15.03.2023;NATURAL GAS;scope 1;690.51;LT;0.3992
1859;FAC-003;DPT-0015;9.07.2023;ELECTRICITY;Scope 2;560.27;Liter;0.2286
1860;FAC-003;DPT-0015;4.03.2024;lpg;Scope 1;791.71;kwh;0.5767
1861;FAC-003;DPT-0013;10-18-2023;ELECTRICITY;Scope 2;1231.31;Liter;0.684
1862;FAC-003;DPT-0012;7.02.2023;LPG;;394.83;KWH;0.1279
1863;FAC-003;DPT-0013;17.09.2023;Petrol;SCOPE 1;332.5;LT;
1864;FAC-003;DPT-0016;25.04.2023;Diesel;SCOPE 2;182.46;LT;0.1509
1865;FAC-003;DPT-0011;08-19-2022;Natural Gas;;159.33;kWh;
1866;FAC-003;DPT-0012;21.06.2023;LPG;scope 1;268.65;m3;0.1941
1867;FAC-003;DPT-0016;7.04.2023;ELECTRICITY;Scope 1;593.48;kWh;0.3087
1868;FAC-003;DPT-0015;11-23-2022;natural gas;Scope 2;1017.7;KWH;0.4206
1869;FAC-003;DPT-0015;10-23-2022;diesel;;1185.14;kWh;0.9752
1870;FAC-003;DPT-0014;13.04.2024;electricity;scope 1;984.73;Liter;0.4765
1871;FAC-003;DPT-0013;15.03.2023;Diesel;SCOPE 1;2224.1;KWH;
1872;FAC-003;DPT-0011;21.02.2024;Electricity;;2680.52;kWh;12.854
1873;FAC-003;DPT-0016;13.03.2022;Petrol;scope 2;724.74;m3;0.2056
1874;FAC-003;DPT-0016;5.03.2022;natural gas;;400.63;LT;0.2375
1875;FAC-003;;26.01.2022;DIESEL;Scope 2;3197.9;LT;12.665
1876;FAC-003;DPT-0011;19.02.2024;Electricity;;1925.51;KWH;N/A
1877;FAC-003;DPT-0012;27.07.2023;ELECTRICITY;;1834.54;KWH;13.439
1878;FAC-003;DPT-0011;17.05.2023;Electricity;scope 1;574.71;m3;0.1458
1879;FAC-003;DPT-0012;1.02.2022;natural gas;scope 1;1588.18;m3;0.5345
1880;FAC-003;DPT-0011;4.02.2022;NATURAL GAS;SCOPE 2;990.33;LT;0.6829
1881;FAC-003;DPT-0012;5.11.2024;natural gas;SCOPE 1;848.36;m3;0.2236
1882;FAC-003;DPT-0011;19.02.2022;NATURAL GAS;scope 2;847.29;Liter;0.5182
1883;FAC-003;DPT-0014;08-15-2022;diesel;SCOPE 1;;kwh;0.3981
1884;FAC-003;DPT-0014;04-27-2024;DIESEL;;2270.33;liter;15.254
1885;FAC-003;DPT-0011;07-23-2024;Electricity;Scope 2;3363.64;LT;18.504
1886;FAC-003;DPT-0011;21.08.2023;Petrol;scope 1;656.1;KWH;
1887;FAC-003;;17.02.2023;Petrol;scope 1;1030.41;m3;0.7132
1888;FAC-003;DPT-0013;22.03.2022;electricity;SCOPE 1;832.73;m3;0.4629
1889;FAC-003;DPT-0013;20.01.2022;ELECTRICITY;scope 1;1213.4;m3;0.4399
1890;FAC-003;DPT-0016;4.01.2022;Natural Gas;Scope 1;757.88;kWh;0.1961
1891;FAC-003;DPT-0014;5.04.2024;Natural Gas;SCOPE 1;-522.26;kWh;
1892;FAC-003;DPT-0015;1.09.2022;Electricity;Scope 1;-656.8;KWH;
1893;FAC-003;DPT-0016;17.02.2023;lpg;;581.49;kWh;0.2274
1894;FAC-003;DPT-0016;18.06.2022;Diesel;;803.0;M3;0.4625
1895;FAC-003;;11-20-2024;LPG;Scope 2;;m3;0.1748
1896;FAC-003;DPT-0016;7.12.2024;natural gas;SCOPE 1;590.35;Liter;NULL
1897;FAC-003;DPT-0012;7.02.2022;LPG;SCOPE 2;1205.29;kWh;0.9976
1898;FAC-003;DPT-0012;8.02.2024;Petrol;SCOPE 2;1199.2;M3;0.5956
1899;FAC-003;DPT-0014;30.04.2022;electricity;SCOPE 2;1072.05;kWh;
1900;FAC-003;DPT-0015;10.10.2022;diesel;;2145.23;M3;14.228
1901;FAC-003;DPT-0014;24.05.2022;NATURAL GAS;scope 2;1238.11;kwh;0.7039
1902;FAC-003;DPT-0013;4.01.2023;DIESEL;Scope 1;2100.58;kWh;0.768
1903;FAC-003;DPT-0011;11.11.2023;diesel;SCOPE 1;3365.2;liter;1.972
1904;FAC-003;DPT-0016;25.03.2024;Electricity;Scope 1;1614.64;LT;
1905;FAC-003;DPT-0013;12.05.2023;electricity;;288.86;KWH;unknown
1906;FAC-003;DPT-0016;18.09.2022;lpg;;-1102.0;KWH;
1907;FAC-003;DPT-0016;24.01.2022;lpg;;991.67;liter;0.8111
1908;FAC-003;DPT-0016;4.05.2022;LPG;scope 1;2393.8;kwh;16.813
1909;FAC-003;DPT-0012;21.02.2022;Petrol;SCOPE 1;824.84;Liter;0.3546
1910;FAC-003;DPT-0016;26.09.2023;electricity;SCOPE 2;464.99;m3;0.2909
1911;FAC-003;DPT-0011;13.10.2023;lpg;scope 1;617.84;LT;0.3064
1912;FAC-003;DPT-0014;3.04.2024;lpg;;299.21;kwh;0.1663
1913;FAC-003;DPT-0011;17.04.2024;DIESEL;SCOPE 2;20.Aðu;M3;0.013
1914;FAC-003;DPT-0016;31.01.2022;Diesel;SCOPE 1;3029.29;M3;0.8665
1915;FAC-003;DPT-0013;11.07.2023;NATURAL GAS;Scope 1;908.4;M3;0.2955
1916;FAC-003;DPT-0014;20.11.2023;NATURAL GAS;scope 2;326.34;kwh;0.2671
1917;FAC-003;DPT-0012;3.08.2023;ELECTRICITY;SCOPE 1;;LT;Oca.24
1918;FAC-003;DPT-0011;28.05.2024;NATURAL GAS;Scope 2;2805.07;Liter;
1919;FAC-003;DPT-0015;13.05.2022;diesel;SCOPE 2;1015.94;liter;0.5604
1920;FAC-003;DPT-0014;21.07.2022;Electricity;scope 1;274.18;KWH;0.1959
1921;FAC-003;DPT-0013;17.01.2023;Electricity;SCOPE 1;629.74;liter;none
1922;FAC-003;DPT-0015;19.10.2022;lpg;;760.12;kWh;0.5657
1923;FAC-003;DPT-0011;12.04.2022;ELECTRICITY;SCOPE 2;930.71;kWh;0.3453
1924;FAC-003;DPT-0014;13.10.2024;Petrol;;364.91;liter;0.1439
1925;FAC-003;DPT-0016;28.12.2023;Electricity;SCOPE 2;1702.4;KWH;13.287
1926;FAC-003;DPT-0016;20.01.2022;ELECTRICITY;Scope 2;103.03;LT;0.0581
1927;FAC-003;DPT-0012;18.12.2024;diesel;Scope 1;1885.43;LT;0.497
1928;FAC-003;DPT-0011;5.08.2022;Electricity;SCOPE 1;2147.36;LT;11.398
1929;FAC-003;DPT-0012;02-26-2024;DIESEL;;679.32;KWH;0.5282
1930;FAC-003;DPT-0012;15.01.2022;NATURAL GAS;Scope 1;#N/A;Liter;0.5006
1931;FAC-003;DPT-0015;24.08.2023;electricity;Scope 2;;liter;0.8165
1932;FAC-003;DPT-0011;23.02.2024;natural gas;;1406.63;M3;0.3838
1933;FAC-003;DPT-0014;13.06.2024;lpg;SCOPE 1;698.2;m3;0.4604
1934;FAC-003;DPT-0013;7.03.2022;Electricity;SCOPE 1;763.18;liter;0.621
1935;FAC-003;DPT-0014;2.09.2023;Electricity;SCOPE 2;1275.05;kwh;
1936;FAC-003;DPT-0016;10.08.2022;diesel;SCOPE 2;2858.55;KWH;1.778
1937;FAC-003;;2.06.2022;natural gas;Scope 2;781.18;kWh;0.5415
1938;FAC-003;DPT-0011;3.05.2024;Diesel;Scope 2;681.86;m3;0.4649
1939;FAC-003;DPT-0013;4.02.2022;NATURAL GAS;;925.99;liter;-
1940;FAC-003;DPT-0014;9.08.2022;DIESEL;Scope 2;930.0;Liter;0.6836
1941;FAC-003;DPT-0011;10.06.2024;ELECTRICITY;scope 1;1124.94;m3;0.8012
1942;FAC-003;DPT-0014;10.02.2024;LPG;;856.59;kwh;0.3896
1943;FAC-003;DPT-0012;01-28-2024;Diesel;;1958.76;LT;0.8337
1944;FAC-003;DPT-0014;21.10.2024;ELECTRICITY;scope 2;435.23;liter;
1945;FAC-003;DPT-0014;6.05.2022;ELECTRICITY;;1212.44;Liter;0.7696
1946;FAC-003;DPT-0011;05-30-2022;diesel;scope 2;1245.35;LT;0.9754
1947;FAC-003;DPT-0012;18.03.2024;Diesel;scope 1;468.98;LT;0.2108
1948;FAC-003;DPT-0013;6.10.2022;DIESEL;;1204.13;m3;0.6252
1949;FAC-003;DPT-0016;1.04.2024;Diesel;scope 1;1267.8;Liter;0.5743
1950;FAC-003;DPT-0015;17.04.2022;LPG;Scope 1;53.85;M3;0.0297
1951;FAC-003;DPT-0014;11-17-2023;Natural Gas;SCOPE 2;400.2;kWh;
1952;FAC-003;;29.08.2024;Petrol;;2445.35;KWH;18.353
1953;FAC-003;DPT-0014;01-28-2023;Diesel;;566.06;kWh;
1954;FAC-003;DPT-0014;12.06.2024;Petrol;Scope 1;325.59;m3;0.1476
1955;FAC-003;DPT-0012;24.09.2022;lpg;Scope 2;151.62;kwh;0.0813
1956;FAC-003;DPT-0016;8.09.2024;LPG;;368.27;liter;0.1149
1957;FAC-003;DPT-0011;1.02.2024;NATURAL GAS;SCOPE 2;829.87;liter;0.236
1958;FAC-003;DPT-0013;17.01.2022;Petrol;scope 1;304.31;kwh;0.095
1959;FAC-003;DPT-0014;29.01.2022;NATURAL GAS;scope 1;-1419.08;liter;
1960;FAC-003;DPT-0011;9.08.2024;Natural Gas;SCOPE 1;461.85;liter;
1961;FAC-003;DPT-0011;20.08.2023;Natural Gas;Scope 2;1130.96;kwh;0.7477
1962;FAC-003;DPT-0013;20.08.2022;electricity;SCOPE 2;2224.19;LT;10.588
1963;FAC-003;DPT-0015;03-25-2024;NATURAL GAS;Scope 1;;kwh;0.8188
1964;FAC-003;DPT-0015;25.03.2023;Natural Gas;scope 1;1117.44;LT;0.6481
1965;FAC-003;DPT-0014;30.08.2022;Natural Gas;scope 2;346.85;kWh;0.2659
1966;FAC-003;DPT-0014;10.11.2023;DIESEL;scope 1;#N/A;M3;0.5944
1967;FAC-003;DPT-0014;17.02.2022;lpg;Scope 1;1143.15;liter;0.7995
1968;FAC-003;;14.02.2022;Electricity;Scope 1;3758.5;KWH;31.806
1969;FAC-003;DPT-0012;01-31-2024;Natural Gas;Scope 1;149.94;M3;0.0524
1970;FAC-003;DPT-0011;30.01.2023;Natural Gas;scope 1;875.0;kWh;0.3098
1971;FAC-003;DPT-0011;6.12.2023;ELECTRICITY;Scope 2;-;Liter;10.991
1972;FAC-003;DPT-0016;29.10.2024;diesel;SCOPE 2;979.16;m3;0.3776
1973;FAC-003;DPT-0012;18.03.2024;Petrol;;1057.5;kwh;0.3673
1974;FAC-003;DPT-0013;18.04.2023;electricity;SCOPE 2;-485.7;M3;
1975;FAC-003;DPT-0011;4.10.2023;Petrol;scope 1;1682.93;kWh;0.7573
1976;FAC-003;DPT-0014;2.01.2024;electricity;SCOPE 1;930.31;kWh;0.2746
1977;FAC-003;DPT-0013;2.12.2023;ELECTRICITY;scope 1;1054.78;kwh;0.6221
1978;FAC-003;;31.03.2024;Diesel;SCOPE 2;1801.34;LT;0.9709
1979;FAC-003;DPT-0015;18.10.2022;Petrol;;714.73;KWH;0.3496
1980;FAC-003;DPT-0011;12-27-2024;natural gas;scope 1;;M3;12.488
1981;FAC-003;DPT-0011;28.12.2023;natural gas;SCOPE 1;294.52;M3;0.1958
1982;FAC-003;DPT-0011;12.04.2022;DIESEL;;1097.67;LT;0.3436
1983;FAC-003;DPT-0015;26.09.2022;ELECTRICITY;Scope 2;460.59;M3;0.2186
1984;FAC-003;DPT-0016;01-16-2022;diesel;;362.88;LT;0.263
1985;FAC-003;DPT-0014;26.04.2023;Petrol;;2837.59;Liter;1.047
1986;FAC-003;DPT-0011;17.08.2023;NATURAL GAS;Scope 1;309.5;Liter;0.1641
1987;FAC-003;DPT-0013;12-18-2022;lpg;;943.55;LT;0.5362
1988;FAC-003;DPT-0011;12.11.2022;NATURAL GAS;Scope 2;287.26;Liter;0.1177
1989;FAC-003;DPT-0015;19.12.2023;ELECTRICITY;scope 1;1979.56;Liter;11.546
1990;FAC-003;DPT-0016;4.07.2024;diesel;;660.46;m3;0.4651
1991;FAC-003;DPT-0012;29.11.2022;NATURAL GAS;SCOPE 1;1795.15;M3;0.5464
1992;FAC-003;DPT-0011;18.03.2024;lpg;;1353.45;kWh;0.8301
1993;FAC-003;DPT-0013;18.04.2022;natural gas;;3414.89;m3;26.811
1994;FAC-003;DPT-0013;3.06.2022;lpg;SCOPE 1;233.84;m3;0.0611
1995;FAC-003;DPT-0015;7.08.2024;ELECTRICITY;Scope 2;397.25;liter;0.1314
1996;FAC-003;DPT-0014;22.09.2024;natural gas;;1732.07;M3;14.013
1997;FAC-003;DPT-0016;11.06.2024;Diesel;SCOPE 2;1135.02;m3;0.8562
1998;FAC-003;DPT-0013;22.12.2022;NATURAL GAS;;;KWH;0.448
1999;FAC-003;DPT-0012;10.02.2023;ELECTRICITY;Scope 1;3024.62;M3;1.978
2000;FAC-003;DPT-0014;3.07.2024;NATURAL GAS;SCOPE 2;896.45;KWH;0.729
2001;FAC-003;DPT-0012;12.01.2024;Diesel;Scope 1;475.7;liter;0.3069
2002;FAC-003;DPT-0013;23.07.2023;ELECTRICITY;;1809.36;Liter;0.6478
2003;FAC-003;DPT-0015;9.10.2024;Petrol;Scope 2;918.5;kwh;0.7796
2004;FAC-003;DPT-0012;2.07.2023;DIESEL;scope 1;971.04;m3;0.3705
2005;FAC-003;DPT-0013;8.06.2023;Petrol;Scope 1;1431.51;kwh;0.7882
2006;FAC-003;DPT-0015;8.10.2022;diesel;Scope 1;1469.29;M3;0.566
2007;FAC-003;DPT-0015;25.01.2022;Petrol;scope 2;392.53;m3;
2008;FAC-003;DPT-0013;3.11.2024;Natural Gas;scope 2;722.27;kWh;0.5895
2009;FAC-003;;25.05.2024;NATURAL GAS;;263.56;liter;
2010;FAC-003;DPT-0014;11.03.2023;Electricity;;1146.83;liter;0.9105
2011;FAC-003;DPT-0016;28.04.2024;electricity;;2805.74;m3;1.293
2012;FAC-003;DPT-0011;11-29-2024;diesel;Scope 1;407.05;kWh;0.1743
2013;FAC-003;DPT-0016;11-24-2024;natural gas;Scope 1;217.28;LT;
2014;FAC-003;DPT-0014;27.05.2024;natural gas;Scope 1;;m3;0.4528
2015;FAC-003;DPT-0014;16.09.2024;LPG;Scope 2;749.99;kWh;
2016;FAC-003;DPT-0011;11.05.2024;DIESEL;SCOPE 2;1478.01;KWH;0.4898
2017;FAC-003;DPT-0014;10-25-2024;LPG;Scope 1;691.5;liter;0.3833
2018;FAC-003;DPT-0014;20.11.2024;diesel;;1161.26;liter;0.7639
2019;FAC-003;DPT-0016;12.09.2023;electricity;scope 1;-608.02;KWH;
2020;FAC-003;;9.06.2022;Diesel;;781.52;kWh;0.4585
2021;FAC-003;DPT-0011;31.01.2022;Natural Gas;scope 1;462.44;KWH;0.2272
2022;FAC-003;DPT-0015;5.07.2024;Natural Gas;Scope 2;345.99;LT;0.1883
2023;FAC-003;DPT-0011;22.06.2023;Diesel;SCOPE 2;1513.72;kwh;11.253
2024;FAC-003;DPT-0015;28.06.2022;natural gas;SCOPE 2;641.96;kWh;0.5278
2025;FAC-003;DPT-0015;19.02.2024;electricity;SCOPE 1;1220.48;Liter;
2026;FAC-003;DPT-0011;11.07.2023;diesel;SCOPE 2;456.28;m3;0.3868
2027;FAC-003;DPT-0016;17.08.2022;DIESEL;Scope 1;900.72;liter;0.6253
2028;FAC-003;DPT-0013;16.12.2024;Electricity;SCOPE 1;106.03;liter;0.0696
2029;FAC-003;DPT-0015;12.11.2024;natural gas;Scope 1;680.02;m3;0.4385
2030;FAC-003;DPT-0011;04-24-2024;Electricity;;498.32;kWh;0.4047
2031;FAC-003;DPT-0015;15.05.2022;electricity;;;kwh;1.223
2032;FAC-003;DPT-0014;5.09.2023;natural gas;Scope 1;298.34;kWh;0.1912
2033;FAC-003;DPT-0016;08-14-2024;ELECTRICITY;SCOPE 1;805.98;liter;0.3654
2034;FAC-003;DPT-0015;28.02.2024;electricity;;1136.97;liter;0.7749
2035;FAC-003;;3.09.2022;Electricity;scope 1;;liter;
2036;FAC-003;DPT-0013;21.02.2024;LPG;SCOPE 2;1598.46;Liter;0.609
2037;FAC-003;DPT-0014;28.08.2023;NATURAL GAS;scope 1;854.24;Liter;
2038;FAC-003;DPT-0015;07-28-2024;Natural Gas;Scope 1;944.65;kwh;0.761
2039;FAC-003;DPT-0014;27.05.2023;Diesel;;1926.78;kWh;14.255
2040;FAC-003;DPT-0012;24.09.2023;natural gas;scope 2;842.21;m3;0.2777
2041;FAC-003;DPT-0015;01-23-2024;LPG;Scope 1;1018.37;m3;0.6823
2042;FAC-003;DPT-0013;9.01.2022;lpg;;1968.05;LT;15.534
2043;FAC-003;DPT-0016;18.09.2022;Diesel;Scope 1;3713.71;liter;12.677
2044;FAC-003;DPT-0015;09-22-2022;Petrol;SCOPE 2;1081.1;LT;0.5348
2045;FAC-003;DPT-0016;10.06.2023;Petrol;;1293.27;kwh;
2046;FAC-003;DPT-0015;18.07.2024;Petrol;;1566.98;kwh;0.7526
2047;FAC-003;DPT-0015;13.11.2022;lpg;Scope 2;1955.86;m3;15.553
2048;FAC-003;DPT-0014;11.10.2024;Petrol;scope 1;1783.69;Liter;0.8738
2049;FAC-003;DPT-0013;12.07.2024;Petrol;Scope 2;570.92;KWH;0.23
2050;FAC-003;DPT-0016;4.04.2024;Electricity;Scope 1;1132.3;KWH;N/A
2051;FAC-003;;28.10.2022;lpg;SCOPE 1;1791.81;M3;11.988
2052;FAC-003;DPT-0011;03-22-2023;ELECTRICITY;Scope 1;2226.13;m3;1.533
2053;FAC-003;DPT-0013;29.09.2022;Petrol;;807.06;Liter;0.5095
2054;FAC-003;DPT-0012;31.08.2023;natural gas;scope 1;1113.25;kWh;0.7239
2055;FAC-003;DPT-0012;26.05.2024;ELECTRICITY;SCOPE 2;;liter;0.9745
2056;FAC-003;DPT-0015;28.01.2024;diesel;scope 1;922.12;kWh;
2057;FAC-003;DPT-0012;17.04.2024;diesel;;1093.21;Liter;0.2751
2058;FAC-003;DPT-0016;01-14-2022;Natural Gas;SCOPE 2;5149.5;LT;32.708
2059;FAC-003;DPT-0013;9.10.2023;ELECTRICITY;Scope 1;782.19;kWh;0.2296
2060;FAC-003;DPT-0016;8.05.2022;Diesel;SCOPE 1;828.06;kwh;0.4536
2061;FAC-003;DPT-0013;26.05.2022;Natural Gas;;193.89;m3;0.135
2062;FAC-003;;09-28-2023;DIESEL;SCOPE 2;160.89;kWh;0.058
2063;FAC-003;DPT-0011;21.09.2022;natural gas;SCOPE 1;1262.95;kWh;10.423
2064;FAC-003;DPT-0013;23.08.2024;lpg;scope 2;1796.6;KWH;
2065;FAC-003;DPT-0016;7.03.2023;Diesel;Scope 2;1584.7;M3;0.9079
2066;FAC-003;DPT-0015;11.06.2022;natural gas;;455.22;M3;0.2528
2067;FAC-003;DPT-0014;26.03.2024;LPG;;1523.32;LT;0.6083
2068;FAC-003;DPT-0015;01-26-2022;natural gas;SCOPE 2;-818.31;KWH;
2069;FAC-003;DPT-0012;31.12.2022;diesel;Scope 1;674.28;m3;0.4876
2070;FAC-003;DPT-0012;11-18-2024;diesel;;270.83;M3;
2071;FAC-003;DPT-0011;03-13-2024;electricity;scope 2;504.28;KWH;
2072;FAC-003;DPT-0016;04-30-2023;lpg;;1283.18;kwh;0.783
2073;FAC-003;DPT-0015;27.10.2024;Electricity;;1123.95;LT;0.4833
2074;FAC-003;DPT-0015;11.12.2022;LPG;SCOPE 1;1010.8;KWH;
2075;FAC-003;DPT-0016;11.06.2022;Natural Gas;scope 1;92.34;liter;0.0773
2076;FAC-003;DPT-0015;30.11.2022;Natural Gas;scope 1;1018.22;KWH;
2077;FAC-003;DPT-0011;22.11.2022;Electricity;scope 2;564.06;m3;0.2949
2078;FAC-003;DPT-0011;07-25-2023;DIESEL;Scope 1;1129.62;kwh;0.9276
2079;FAC-003;DPT-0011;31.05.2022;Petrol;scope 2;1994.35;m3;0.5746
2080;FAC-003;DPT-0014;14.04.2024;Natural Gas;scope 2;633.03;liter;0.5372
2081;FAC-003;DPT-0011;9.09.2023;electricity;scope 2;965.56;LT;0.4641
2082;FAC-003;DPT-0011;9.11.2023;Diesel;Scope 2;3013.22;kWh;14.553
2083;FAC-003;DPT-0011;29.06.2022;NATURAL GAS;Scope 1;1090.48;KWH;0.3572
2084;FAC-003;DPT-0011;1.05.2022;LPG;Scope 1;-881.47;kwh;
2085;FAC-003;;07-31-2024;Petrol;;461.59;Liter;0.1592
2086;FAC-003;DPT-0016;28.12.2024;Electricity;scope 1;1551.62;LT;
2087;FAC-003;DPT-0014;14.07.2023;electricity;Scope 1;396.49;Liter;0.2565
2088;FAC-003;DPT-0015;18.11.2024;ELECTRICITY;Scope 1;2051.53;KWH;0.8641
2089;FAC-003;DPT-0013;8.03.2023;Diesel;;1406.43;kwh;0.7983
2090;FAC-003;DPT-0016;04-18-2022;lpg;;580.11;liter;0.188
2091;FAC-003;DPT-0014;10-13-2022;diesel;;-474.78;kWh;
2092;FAC-003;DPT-0016;2.02.2022;Natural Gas;scope 2;484.42;KWH;0.2436
2093;FAC-003;DPT-0011;22.06.2024;LPG;SCOPE 1;164.11;liter;
2094;FAC-003;DPT-0014;22.09.2022;NATURAL GAS;SCOPE 2;unknown;KWH;
2095;FAC-003;DPT-0013;06-26-2023;Natural Gas;SCOPE 1;107.76;Liter;0.0441
2096;FAC-003;DPT-0014;13.06.2022;LPG;;840.73;liter;0.3713
2097;FAC-003;DPT-0016;10.09.2022;Natural Gas;Scope 2;800.99;Liter;0.3035
2098;FAC-003;DPT-0016;01-15-2022;LPG;;698.37;kWh;0.3673
2099;FAC-003;DPT-0016;1.07.2022;NATURAL GAS;Scope 2;1236.34;kWh;0.9378
2100;FAC-003;DPT-0012;11.05.2023;Natural Gas;scope 1;581.27;LT;0.3558
2101;FAC-003;DPT-0012;23.03.2022;diesel;scope 1;1020.06;Liter;0.7817
2102;FAC-003;DPT-0014;01-18-2023;electricity;;2051.27;LT;16.153
2103;FAC-003;DPT-0016;16.10.2022;electricity;Scope 2;1338.01;kwh;0.9133
2104;FAC-003;DPT-0016;22.01.2023;electricity;SCOPE 2;-651.84;M3;
2105;FAC-003;DPT-0014;19.01.2022;natural gas;scope 2;901.18;KWH;0.5522
2106;FAC-003;DPT-0013;06-25-2024;Diesel;SCOPE 1;698.98;m3;0.3379
2107;FAC-003;DPT-0011;19.05.2023;LPG;scope 1;;kwh;0.5939
2108;FAC-003;DPT-0016;9.07.2024;DIESEL;Scope 2;1042.41;m3;0.3548
2109;FAC-003;DPT-0016;4.02.2024;lpg;;259.04;kWh;0.214
2110;FAC-003;DPT-0012;3.12.2022;Petrol;scope 2;202.95;kwh;0.0571
2111;FAC-003;DPT-0012;08-26-2024;lpg;Scope 1;428.78;kwh;0.129
2112;FAC-003;DPT-0016;22.01.2024;electricity;;1276.8;LT;0.6519
2113;FAC-003;DPT-0011;23.03.2022;lpg;;1397.83;m3;0.7098
2114;FAC-003;DPT-0013;22.06.2023;lpg;SCOPE 1;1539.84;M3;11.184
2115;FAC-003;DPT-0015;22.03.2023;lpg;;443.5;M3;0.2669
2116;FAC-003;DPT-0011;12.03.2022;lpg;scope 2;961.59;Liter;0.7677
2117;FAC-003;DPT-0016;3.05.2024;NATURAL GAS;Scope 2;-667.66;kwh;
2118;FAC-003;DPT-0015;18.11.2022;Petrol;SCOPE 1;817.28;KWH;0.3912
2119;FAC-003;DPT-0013;9.01.2023;Diesel;scope 1;658.5;kwh;0.1711
2120;FAC-003;DPT-0015;20.12.2022;natural gas;;1084.46;LT;0.469
2121;FAC-003;DPT-0011;21.09.2022;DIESEL;;524.47;kWh;0.3748
2122;FAC-003;DPT-0013;7.06.2022;lpg;SCOPE 2;1905.02;Liter;10.731
2123;FAC-003;DPT-0015;12.03.2024;LPG;scope 2;1916.07;liter;1.597
2124;FAC-003;DPT-0015;10.05.2023;Petrol;;1249.83;kwh;0.6025
2125;FAC-003;DPT-0011;4.05.2024;Diesel;;1761.7;kwh;0.5032
2126;FAC-003;DPT-0013;3.11.2024;NATURAL GAS;scope 2;-249.29;LT;
2127;FAC-003;DPT-0014;10.07.2024;ELECTRICITY;scope 1;1977.41;M3;13.861
2128;FAC-003;DPT-0011;29.04.2024;electricity;SCOPE 2;unknown;kWh;0.6053
2129;FAC-003;DPT-0013;6.10.2023;NATURAL GAS;SCOPE 1;550.49;LT;0.1728
2130;FAC-003;;12.04.2024;Diesel;Scope 1;506.47;m3;0.3798
2131;FAC-003;DPT-0011;16.04.2024;Electricity;SCOPE 2;2419.33;M3;12.619
2132;FAC-003;DPT-0016;13.11.2023;diesel;Scope 2;1556.3;kWh;0.551
2133;FAC-003;DPT-0013;25.01.2022;Diesel;SCOPE 1;801.22;LT;0.3025
2134;FAC-003;DPT-0015;10.11.2022;NATURAL GAS;SCOPE 1;246.46;m3;0.0816
2135;FAC-003;DPT-0015;02-24-2023;Diesel;;;M3;
2136;FAC-003;DPT-0011;2.04.2023;NATURAL GAS;Scope 1;348.39;Liter;0.1913
2137;FAC-003;DPT-0015;05-29-2023;electricity;Scope 1;none;m3;
2138;FAC-003;DPT-0015;29.07.2023;Electricity;;800.39;m3;0.5664
2139;FAC-003;DPT-0012;08-22-2024;diesel;;500.13;LT;0.3483
2140;FAC-003;DPT-0011;2.07.2023;lpg;scope 1;773.87;m3;0.2244
2141;FAC-003;DPT-0016;30.11.2024;lpg;SCOPE 2;-891.39;KWH;
2142;FAC-003;DPT-0016;3.05.2022;lpg;;761.91;M3;0.2674
2143;FAC-003;DPT-0014;30.01.2023;Diesel;;1122.31;kwh;#N/A
2144;FAC-003;DPT-0016;4.07.2022;diesel;scope 1;2476.8;M3;unknown
2145;FAC-003;DPT-0013;17.02.2022;electricity;Scope 2;258.56;kwh;0.152
2146;FAC-003;DPT-0016;25.02.2022;electricity;Scope 2;1003.49;LT;0.522
2147;FAC-003;DPT-0011;10.10.2023;lpg;;351.82;kWh;0.2561
2148;FAC-003;DPT-0014;25.05.2022;Diesel;;234.51;Liter;0.1404
2149;FAC-003;DPT-0011;23.03.2022;lpg;Scope 2;1674.59;LT;13.014
2150;FAC-003;DPT-0011;9.12.2023;diesel;;1065.0;kwh;0.6513
2151;FAC-003;DPT-0015;11.12.2024;electricity;Scope 1;219.86;LT;0.1225
2152;FAC-003;DPT-0015;02-27-2022;lpg;SCOPE 1;773.34;KWH;0.2438
2153;FAC-003;DPT-0015;21.07.2022;electricity;Scope 1;429.77;LT;0.2072
2154;FAC-003;DPT-0016;17.03.2022;Electricity;;-793.83;kwh;
2155;FAC-003;DPT-0015;19.04.2023;NATURAL GAS;;1431.52;M3;0.6908
2156;FAC-003;DPT-0011;3.11.2023;diesel;;1334.93;m3;0.587
2157;FAC-003;DPT-0013;29.04.2023;electricity;Scope 2;662.16;KWH;0.1708
2158;FAC-003;DPT-0011;3.09.2022;electricity;SCOPE 1;1726.47;LT;12.268
2159;FAC-003;DPT-0016;24.06.2023;NATURAL GAS;scope 2;2155.72;m3;0.8931
2160;FAC-003;;29.07.2022;Natural Gas;scope 2;1447.43;kWh;11.328
2161;FAC-003;DPT-0014;29.12.2024;ELECTRICITY;Scope 1;578.54;LT;0.3626
2162;FAC-003;DPT-0014;9.12.2023;natural gas;;813.38;M3;0.6297
2163;FAC-003;DPT-0015;20.04.2023;lpg;;2426.97;M3;0.6428
